sku,weight,product_online,meta_title,meta_keywords,meta_description,created_at,updated_at,country_of_manufacture,additional_attributes
EPMAPAPPE040,40,1,Canadian Maple Flooring | Prefinished Engineered Hardwood Floors | Canadian Collection,,,"3/10/19, 2:09 PM","7/11/22, 2:14 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=27,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1450,manufacturer=Canadian,mico_carton_min=1,mico_carton_unit=27,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPMAPAPPE040-S,sample_title_type=0,stain=Natural,structure=Engineered Ply,texture=Smooth,thickness=7/16"",waste_percent=7.00,wear_layer=2.7 mm,width=4"",wood=Maple"
EPMAPAPPE040-S,1,1,,,,"10/3/19, 2:40 PM","7/21/21, 2:44 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=3-1/2"""
EPMAPAPP012,70,1,Canadian Maple Toffee Hardwood Flooring | Maple Flooring,,Shop Canadian Maple hardwood flooring from Unique Wood Floors. Easy Online Ordering!,"3/10/19, 3:40 PM","5/11/22, 10:20 AM",,"am_shipping_type=Solid Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1450 psi,length=Random to 7',manufacturer=Canadian,mico_carton_min=1,mico_carton_unit=20,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPMAPAPP012-S,sample_title_type=0,stain=Toffee,structure=Solid,texture=Smooth,thickness=3/4"",waste_percent=7,width=3-1/4"",wood=Maple"
EPMAPAPP012-S,1,1,,,,"3/10/19, 4:13 PM","8/25/20, 2:16 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=3-1/4"""
EPMAPAPP011,70,1,Canadian Maple Treebark Hardwood Flooring | Maple Flooring,,Shop Canadian Maple hardwood flooring from Unique Wood Floors. Easy Online Ordering!,"10/3/19, 4:20 PM","8/29/22, 9:59 AM",,"am_shipping_type=Solid Wood,color=Dark,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1450 psi,length=Random to 7',manufacturer=Canadian,mico_carton_min=1,mico_carton_unit=20,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPMAPAPP011-S,sample_title_type=0,stain=Treebark,structure=Solid,texture=Smooth,thickness=3/4"",waste_percent=7,width=3-1/4"",wood=Maple"
EPMAPAPP011-S,1,1,,,,"3/10/19, 4:46 PM","8/25/20, 2:17 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=3-1/4"""
EPMAPAPP010,70,1,Canadian Maple Natural Hardwood Flooring | Maple Flooring,,Shop Canadian Maple hardwood flooring from Unique Wood Floors. Easy Online Ordering!,"10/3/19, 4:53 PM","11/23/21, 10:07 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1450 psi,length=Random to 7',manufacturer=Canadian,mico_carton_min=1,mico_carton_unit=20,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Maple,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPMAPAPP010-S,sample_title_type=0,stain=Natural,structure=Solid,texture=Smooth,thickness=3/4"",waste_percent=7,width=3-1/4"",wood=Maple"
EPMAPAPP010-S,1,1,,,,"3/10/19, 5:03 PM","8/13/21, 11:19 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=7.00,width=3-1/4"""
ESPC022014,75,1,Canvas Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/3/19, 5:11 PM","9/21/22, 11:33 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.03,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",mico_carton_min=1,mico_carton_unit=24.03,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022014-S,sample_title_type=0,stain=Canvas ESPC,structure=SPC,texture=Scraped,thickness=7 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
ESPC022014-S,1,1,,,,"3/10/19, 5:32 PM","5/4/21, 3:22 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
ESPC022098,75,1,Seashell Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"7/10/19, 3:48 PM","7/11/22, 4:44 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.03,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",mico_carton_min=1,mico_carton_unit=24.03,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022098-S,sample_title_type=0,stain=Seashell ESPC,structure=SPC,texture=Scraped,thickness=7 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
ESPC022098-S,1,1,,,,"7/10/19, 5:42 PM","5/5/21, 4:50 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
ESPC022096,75,1,Hickory Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/10/19, 10:49 AM","11/2/22, 1:25 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.03,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=24.03,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022096-SAMPLE,sample_title_type=0,stain=Hickory SPC,structure=SPC,thickness=7 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
ESPC022096-SAMPLE,1,2,,,,"9/10/19, 11:04 AM","11/2/22, 1:25 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022096-SAMPLE,sample_title_type=0,waste_percent=10.00,width=5"""
SPC022019,75,1,Nature Walnut Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/10/19, 11:11 AM","1/21/22, 4:15 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.84,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=28.84,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC022019-S,sample_title_type=0,stain=Walnut SPC,structure=SPC,thickness=5 mm,waste_percent=7,wear_layer=0.3 mm / 12 mil,width=7"",wood=Luxury Vinyl"
SPC022019-S,1,1,,,,"9/10/19, 11:28 AM","5/5/21, 4:47 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
SPC022356,75,1,Red Oak Mocha Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/10/19, 11:31 AM","10/11/22, 11:31 AM",,"am_shipping_type=Engineered Wood,color=Dark,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.84,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=28.84,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC022356-S,sample_title_type=0,stain=Red Oak Mocha SPC,structure=SPC,thickness=5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
SPC022356-SAMPLE,1,2,,,,"9/10/19, 11:37 AM","10/11/22, 11:29 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC022356-S,sample_title_type=0,waste_percent=10.00,width=5"""
EPSH9106,,1,Tucci Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/28/19, 10:33 AM","3/14/22, 10:19 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH9106-S,sample_title_type=0,stain=Tucci SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH8017,,1,Luxe Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/28/19, 10:51 AM","6/29/22, 3:42 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH8017-S,sample_title_type=0,stain=Luxe SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH190LA,,1,Fairmont Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/28/19, 11:12 AM","7/11/22, 4:43 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH190LA-S,sample_title_type=0,stain=Fairmont SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH190LE,,1,Scandia Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/28/19, 11:20 AM","7/11/22, 4:42 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH190LE-S,sample_title_type=0,stain=Scandia SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH9106-S,1,2,,,,"10/28/19, 11:52 AM","3/14/22, 10:19 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EPSH8017-S,1,1,,,,"10/28/19, 11:55 AM","5/5/21, 4:49 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EPSH190LA-S,1,1,,,,"10/28/19, 12:00 PM","5/5/21, 4:48 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EPSH190LE-S,1,1,,,,"10/28/19, 12:01 PM","5/5/21, 4:47 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
FETK3434-UKM,60,1,"Millennium Maple Unik Oiled Hardwood Flooring | Maple Flooring, Oil Finished Wood Floors | Unique Wood Floors",,Buy Millennium Maple Unik Flooring for an oil finished wood floor in your home. Easy online ordering at Unique Wood Floors!,"11/27/19, 4:05 PM","7/2/22, 1:46 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=12.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1450 psi,length=Random to 7',manufacturer=Millennium,mico_carton_min=1,mico_carton_unit=12.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK3434-UKM-S,sample_title_type=0,stain=White Driftwood Lye,structure=Solid-Engineered,texture=Scraped,thickness=3/4"",waste_percent=5.00,wear_layer=4 mm,width=5"",wood=Maple"
FETK3434-UKM-S,1,1,,,,"11/27/19, 5:03 PM","8/1/20, 10:47 AM",,"am_shipping_type=Wood Sample,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,length=Random to 7',no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,structure=Solid-Engineered,texture=Scraped,waste_percent=5.00,width=5"",wood=Maple"
FSEP3402-GS358-0,70,2,Acacia Golden Sagebrush Plank Hardwood Flooring,,"Shop Acacia Golden Sagebrush Plank hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","12/12/19, 11:08 AM","9/8/20, 1:28 PM",,"am_shipping_type=Solid Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.42,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=True Acacia,mico_carton_min=1,mico_carton_unit=24.42,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut, Shittim,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FSEP3402-GS358-SAMPLE,sample_title_type=0,stain=Golden Sagebrush,structure=Solid,texture=Smooth,thickness=11/16"",waste_percent=10,width=3-5/8"",wood=Acacia Confusa"
FSEP3402-BZ358-O,70,1,Acacia Bronze Plank Hardwood Flooring | Unique Wood Floors,,"Shop Acacia Bronze Plank hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","12/12/19, 11:21 AM","4/17/21, 12:29 PM",,"am_shipping_type=Solid Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.96,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=True Acacia,mico_carton_min=1,mico_carton_unit=24.96,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FSEP3402-BZ358-SAMPLE,sample_title_type=0,stain=Bronze,structure=Solid,texture=Smooth,thickness=11/16"",waste_percent=10,width=3-5/8"",wood=Acacia Confusa"
FSEP3402-HS5-O,75,2,Acacia Natural Hand Scraped Hardwood Flooring Closeout | Acacia Confusa Wood Floors | Elegance Plyquet Flooring,,"Shop Acacia Natural Hand Scraped hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","12/12/19, 11:40 AM","7/9/20, 4:12 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.06,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=22.06,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FSEP3402-HS5-SAMPLE,stain=Natural,structure=Solid,texture=Scraped,thickness=11/16"",waste_percent=10,width=5"",wood=Acacia Confusa"
FETK91681,48,1,Cicerone White Ale | Factory Finished Engineered Hardwood Floors | Elegance Plyquet,,,"12/30/19, 4:56 PM","7/9/22, 4:34 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Cicerone,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK91681-SAMPLE,sample_title_type=0,structure=Engineered Ply,texture=Wire Brushed,thickness=9/16,waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
FETK91681-SAMPLE,1,1,,,,"12/30/19, 5:37 PM","7/21/20, 2:42 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=6"""
SPC022018,75,1,Nature Red Oak Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"1/17/20, 12:27 PM","1/21/22, 4:15 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.84,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=28.84,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC022018-S,sample_title_type=0,stain=Red Oak,structure=SPC,thickness=5 mm,waste_percent=7,wear_layer=0.3 mm / 12 mil,width=7"",wood=Luxury Vinyl"
SPC022018-S,1,1,,,,"1/17/20, 12:47 PM","5/5/21, 4:46 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
SPC031888,75,1,Nature Maple Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"1/17/20, 1:52 PM","7/11/22, 4:26 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.84,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=28.84,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC031888-S,sample_title_type=0,stain=Maple,structure=SPC,thickness=5 mm,waste_percent=7,wear_layer=0.3 mm / 12 mil,width=7"",wood=Luxury Vinyl"
SPC031888-S,1,1,,,,"1/17/20, 1:58 PM","5/4/21, 3:20 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
WOCA565005US,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"2/17/20, 10:26 AM","2/18/20, 2:06 PM",,"am_shipping_type=Standard,coverage=Coverage 67sf/can,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=8.5oz,floorcare_type=Natural,is_recurring=No,type=Natural"
WOCA565505US,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"2/17/20, 10:29 AM","2/18/20, 2:06 PM",,"am_shipping_type=Standard,coverage=Coverage 67sf/can,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=8.5oz,floorcare_type=White,is_recurring=No,type=White"
